domain,aspect,clean_sentence,predicted_sentiment,confidence,method
Creative Labs Nomad Jukebox Zen Xtra 40GB,software,use ms mediaplayer musicmatch free downladed explorer computer grab files disk c player replace mediasource,neutral,0.524,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,price,well thats people said earlier previews headfone jack gets messed stil havent happened hope doesnt,negative,0.541,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,memory,well thats people said earlier previews headfone jack gets messed stil havent happened hope doesnt,negative,0.527,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,software,copy delete files would timeconsuming rendered nonissue 40gb storage,neutral,0.452,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound,copy delete files would timeconsuming rendered nonissue 40gb storage,neutral,0.411,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,earbud,copy delete files would timeconsuming rendered nonissue 40gb storage,neutral,0.402,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound setting,planes use splitter two headphones plugged two people sound equally good,neutral,0.574,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,accessing file,planes use splitter two headphones plugged two people sound equally good,positive,0.547,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,battery,planes use splitter two headphones plugged two people sound equally good,positive,0.468,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,battery,planes use splitter two headphones plugged two people sound equally good,positive,0.468,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,price,planes use splitter two headphones plugged two people sound equally good,neutral,0.536,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,use,planes use splitter two headphones plugged two people sound equally good,neutral,0.543,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,color,ipod white plastic look surface nt suit,negative,0.642,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,advice mp3 buyers consider much storage space need try listen buy mp3 players fully evaluated holding listening,neutral,0.566,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound quality,nt care looks always drive size important,neutral,0.51,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound,nt care looks always drive size important,neutral,0.556,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,earphone,nt care looks always drive size important,neutral,0.475,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,interface,nt care looks always drive size important,neutral,0.626,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,playlist,nt care looks always drive size important,negative,0.412,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,cover,redchair software makes nice software allows everything would want,positive,0.829,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,redchair software makes nice software allows everything would want,positive,0.911,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,bought notmad manager 25 file transfers easy drag drop songs stored id3 tags folders needs software computer transfer files window case nice case otherwise,negative,0.355,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,price,bought notmad manager 25 file transfers easy drag drop songs stored id3 tags folders needs software computer transfer files window case nice case otherwise,positive,0.391,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,size,look design,neutral,0.441,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,design,look design,neutral,0.535,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,design,bigger people grossly exaggerated size differences half inch longer 13 inch thicker newgeneration ipods,negative,0.655,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,control,bigger people grossly exaggerated size differences half inch longer 13 inch thicker newgeneration ipods,negative,0.741,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,scroll wheel,bigger people grossly exaggerated size differences half inch longer 13 inch thicker newgeneration ipods,negative,0.672,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,screen,bigger people grossly exaggerated size differences half inch longer 13 inch thicker newgeneration ipods,negative,0.671,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,popup face,bigger people grossly exaggerated size differences half inch longer 13 inch thicker newgeneration ipods,negative,0.698,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound,bigger people grossly exaggerated size differences half inch longer 13 inch thicker newgeneration ipods,negative,0.596,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,interface,socalled background hiss noticed least far,negative,0.704,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,id3 tag,songs recognized automatically id3 tags first since organized files folder previous player iriver,positive,0.483,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,playlist,find song quicky artist album genre search,positive,0.431,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,balance,find song quicky artist album genre search,positive,0.39,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,mediasource,software,positive,0.433,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,mediasource,software,positive,0.433,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,id3 tag,software,neutral,0.434,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,software,software,neutral,0.469,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,software design geared towards enhancing music experience,positive,0.634,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,equipment,far however happy customer,positive,0.624,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,far however happy customer,positive,0.907,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,recently bought archos 20 multimedia selfdestructed nt get started piece junk expected flawless,negative,0.924,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,load songs customer service idea,positive,0.711,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,product,load songs customer service idea,positive,0.564,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,load songs customer service idea,positive,0.711,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,software,nearly 4000 songs went smoke,negative,0.687,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,player,ok im writing yet another review week previous one,negative,0.455,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound,one horrible flaw mayybe one,negative,0.95,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,battery,one horrible flaw mayybe one,negative,0.852,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,hard drive,ok donno people said player breaks stuff headfone jack fortunately happen,positive,0.439,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,sound quality,nomad sligtly larger ipod,neutral,0.437,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,control,nomad sligtly larger ipod,neutral,0.549,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,software,nomad sligtly larger ipod,neutral,0.544,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,memory,people carry around almost music collection,positive,0.476,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,headphone jack,usually around time 90 day warranty expires,neutral,0.483,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,design,level care nt good enough expect even paid fixed would break month two,negative,0.953,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,headphone jack,level care nt good enough expect even paid fixed would break month two,negative,0.813,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,front cover,level care nt good enough expect even paid fixed would break month two,negative,0.872,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,headphone jack,level care nt good enough expect even paid fixed would break month two,negative,0.813,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,lock up,bought nomad went home leave worked great month,positive,0.849,bert-based
Creative Labs Nomad Jukebox Zen Xtra 40GB,hard drive,took back best buy bought exchanged newer zen 20 gig model,negative,0.425,bert-based
Apex AD2600 Progressive-scan DVD player,p button,done research experimenting remote apex ad2500 seemed lost video signal,negative,0.472,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,button probably accidentally pushed cause black screen first place,negative,0.642,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,button probably accidentally pushed cause black screen first place,negative,0.642,bert-based
Apex AD2600 Progressive-scan DVD player,player,button probably accidentally pushed cause black screen first place,negative,0.71,bert-based
Apex AD2600 Progressive-scan DVD player,sound,button probably accidentally pushed cause black screen first place,negative,0.689,bert-based
Apex AD2600 Progressive-scan DVD player,price,button probably accidentally pushed cause black screen first place,negative,0.598,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,owned 6 7 dvd players since 1998,neutral,0.423,bert-based
Apex AD2600 Progressive-scan DVD player,design,owned 6 7 dvd players since 1998,positive,0.411,bert-based
Apex AD2600 Progressive-scan DVD player,panel button layout,owned 6 7 dvd players since 1998,positive,0.361,bert-based
Apex AD2600 Progressive-scan DVD player,feature,owned 6 7 dvd players since 1998,neutral,0.415,bert-based
Apex AD2600 Progressive-scan DVD player,forward,owned 6 7 dvd players since 1998,positive,0.418,bert-based
Apex AD2600 Progressive-scan DVD player,rewind,owned 6 7 dvd players since 1998,neutral,0.391,bert-based
Apex AD2600 Progressive-scan DVD player,video format,owned 6 7 dvd players since 1998,positive,0.446,bert-based
Apex AD2600 Progressive-scan DVD player,price,owned 6 7 dvd players since 1998,neutral,0.478,bert-based
Apex AD2600 Progressive-scan DVD player,play,strengths well listed reviewers,positive,0.896,bert-based
Apex AD2600 Progressive-scan DVD player,dvdr,strengths well listed reviewers,positive,0.884,bert-based
Apex AD2600 Progressive-scan DVD player,dvdr,strengths well listed reviewers,positive,0.884,bert-based
Apex AD2600 Progressive-scan DVD player,dvdr,strengths well listed reviewers,positive,0.884,bert-based
Apex AD2600 Progressive-scan DVD player,audio output,dvd burner computer zillion mp3s lot nicer access 45 gb time dvdr 07 gb time cdr,positive,0.89,bert-based
Apex AD2600 Progressive-scan DVD player,forward,saved buy expensive optical cable already coax cable,positive,0.463,bert-based
Apex AD2600 Progressive-scan DVD player,remote control,wish would movies one rare cool feature forgo,negative,0.81,bert-based
Apex AD2600 Progressive-scan DVD player,mp3 filename,wish would movies one rare cool feature forgo,negative,0.799,bert-based
Apex AD2600 Progressive-scan DVD player,finish,bargain hunter want great feature set rockbottom price highly recommend model,positive,0.956,bert-based
Apex AD2600 Progressive-scan DVD player,play,bargain hunter want great feature set rockbottom price highly recommend model,positive,0.94,bert-based
Apex AD2600 Progressive-scan DVD player,disney movie,bargain hunter want great feature set rockbottom price highly recommend model,positive,0.83,bert-based
Apex AD2600 Progressive-scan DVD player,duallayer dvd,spoke rep apex told new format used wont able view disney movies made last couple months,negative,0.545,bert-based
Apex AD2600 Progressive-scan DVD player,player,money get better quality player,positive,0.722,bert-based
Apex AD2600 Progressive-scan DVD player,design,money get better quality player,positive,0.537,bert-based
Apex AD2600 Progressive-scan DVD player,player,money get better quality player,positive,0.722,bert-based
Apex AD2600 Progressive-scan DVD player,apex,money get better quality player,positive,0.623,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,money get better quality player,positive,0.464,bert-based
Apex AD2600 Progressive-scan DVD player,technical support,money get better quality player,positive,0.575,bert-based
Apex AD2600 Progressive-scan DVD player,case,pass player never believe reviews product right christmas,negative,0.78,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,pass player never believe reviews product right christmas,negative,0.568,bert-based
Apex AD2600 Progressive-scan DVD player,read,pass player never believe reviews product right christmas,negative,0.831,bert-based
Apex AD2600 Progressive-scan DVD player,play,pass player never believe reviews product right christmas,negative,0.694,bert-based
Apex AD2600 Progressive-scan DVD player,cd,pass player never believe reviews product right christmas,negative,0.624,bert-based
Apex AD2600 Progressive-scan DVD player,player,pass player never believe reviews product right christmas,negative,0.746,bert-based
Apex AD2600 Progressive-scan DVD player,player,funny little ridges dvd look like slice tree trunk,negative,0.533,bert-based
Apex AD2600 Progressive-scan DVD player,support,got screwed fifty bucks,negative,0.802,bert-based
Apex AD2600 Progressive-scan DVD player,player,need buy another one,negative,0.596,bert-based
Apex AD2600 Progressive-scan DVD player,player,always research electronics online buy even within company models better others,positive,0.485,bert-based
Apex AD2600 Progressive-scan DVD player,apex,always research electronics online buy even within company models better others,positive,0.492,bert-based
Apex AD2600 Progressive-scan DVD player,picture quality,always research electronics online buy even within company models better others,positive,0.685,bert-based
Apex AD2600 Progressive-scan DVD player,feature,always research electronics online buy even within company models better others,neutral,0.472,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought 3 apex dvd players,positive,0.427,bert-based
Apex AD2600 Progressive-scan DVD player,player,back using 1,positive,0.368,bert-based
Apex AD2600 Progressive-scan DVD player,player,back using 1,positive,0.368,bert-based
Apex AD2600 Progressive-scan DVD player,door,back using 1,neutral,0.467,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,back using 1,neutral,0.455,bert-based
Apex AD2600 Progressive-scan DVD player,design,still trying resolve four months later,negative,0.48,bert-based
Apex AD2600 Progressive-scan DVD player,feature,still trying resolve four months later,negative,0.447,bert-based
Apex AD2600 Progressive-scan DVD player,player,still trying resolve four months later,negative,0.557,bert-based
Apex AD2600 Progressive-scan DVD player,player,still trying resolve four months later,negative,0.557,bert-based
Apex AD2600 Progressive-scan DVD player,play,still trying resolve four months later,neutral,0.435,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,still trying resolve four months later,negative,0.461,bert-based
Apex AD2600 Progressive-scan DVD player,apex,save money long run buy something decent instead buying cheap every month,neutral,0.408,bert-based
Apex AD2600 Progressive-scan DVD player,player,save money long run buy something decent instead buying cheap every month,positive,0.398,bert-based
Apex AD2600 Progressive-scan DVD player,heat,save money long run buy something decent instead buying cheap every month,positive,0.406,bert-based
Apex AD2600 Progressive-scan DVD player,smell,save money long run buy something decent instead buying cheap every month,positive,0.41,bert-based
Apex AD2600 Progressive-scan DVD player,freezing,save money long run buy something decent instead buying cheap every month,positive,0.377,bert-based
Apex AD2600 Progressive-scan DVD player,player,two main reasons getting model range disks types played recommendation friend,positive,0.677,bert-based
Apex AD2600 Progressive-scan DVD player,jpeg slideshow,two main reasons getting model range disks types played recommendation friend,positive,0.671,bert-based
Apex AD2600 Progressive-scan DVD player,mpeg1,two main reasons getting model range disks types played recommendation friend,positive,0.689,bert-based
Apex AD2600 Progressive-scan DVD player,remote,two main reasons getting model range disks types played recommendation friend,positive,0.648,bert-based
Apex AD2600 Progressive-scan DVD player,button,two main reasons getting model range disks types played recommendation friend,positive,0.573,bert-based
Apex AD2600 Progressive-scan DVD player,zoom mode,true stand end also easy knock way,negative,0.677,bert-based
Apex AD2600 Progressive-scan DVD player,zoom,true stand end also easy knock way,negative,0.69,bert-based
Apex AD2600 Progressive-scan DVD player,onscreen display,true stand end also easy knock way,negative,0.832,bert-based
Apex AD2600 Progressive-scan DVD player,player,possible problems weighed bangforthebuck factor along fact companies like apex seldom good aftersale support,negative,0.779,bert-based
Apex AD2600 Progressive-scan DVD player,picture,purchased unit 3 months back think unit knew warrenty expires,neutral,0.447,bert-based
Apex AD2600 Progressive-scan DVD player,player,purchased unit 3 months back think unit knew warrenty expires,neutral,0.454,bert-based
Apex AD2600 Progressive-scan DVD player,player,think get pay stands true,positive,0.68,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,think get pay stands true,neutral,0.51,bert-based
Apex AD2600 Progressive-scan DVD player,play,surprised amazon still carries continued problems,negative,0.737,bert-based
Apex AD2600 Progressive-scan DVD player,disc,surprised amazon still carries continued problems,negative,0.796,bert-based
Apex AD2600 Progressive-scan DVD player,play,confirm customers said crap,negative,0.904,bert-based
Apex AD2600 Progressive-scan DVD player,play,confirm customers said crap,negative,0.904,bert-based
Apex AD2600 Progressive-scan DVD player,tech support,confirm customers said crap,negative,0.643,bert-based
Apex AD2600 Progressive-scan DVD player,player,repeat nt wast money,positive,0.471,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,repeat nt wast money,neutral,0.419,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,great experience amazon probably buy electronics avoid future return problems,positive,0.885,bert-based
Apex AD2600 Progressive-scan DVD player,player,great experience amazon probably buy electronics avoid future return problems,positive,0.97,bert-based
Apex AD2600 Progressive-scan DVD player,player,great experience amazon probably buy electronics avoid future return problems,positive,0.97,bert-based
Apex AD2600 Progressive-scan DVD player,customer support,great experience amazon probably buy electronics avoid future return problems,positive,0.946,bert-based
Apex AD2600 Progressive-scan DVD player,player,dvd player 3 months,neutral,0.439,bert-based
Apex AD2600 Progressive-scan DVD player,play,dvd player 3 months,neutral,0.497,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,dvd player 3 months,neutral,0.451,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,several tv shows dvd divided episode,neutral,0.476,bert-based
Apex AD2600 Progressive-scan DVD player,player,luckily also ps2 play episodes player,positive,0.737,bert-based
Apex AD2600 Progressive-scan DVD player,work,purchased christmas gift husband,neutral,0.465,bert-based
Apex AD2600 Progressive-scan DVD player,jpeg,purchased christmas gift husband,positive,0.478,bert-based
Apex AD2600 Progressive-scan DVD player,picture,nt get use month sad know,negative,0.946,bert-based
Apex AD2600 Progressive-scan DVD player,player,nt get use month sad know,negative,0.948,bert-based
Apex AD2600 Progressive-scan DVD player,apex,authorized late return hopefully giving apex heck,negative,0.857,bert-based
Apex AD2600 Progressive-scan DVD player,player,buy player,positive,0.501,bert-based
Apex AD2600 Progressive-scan DVD player,remote,buy player,positive,0.619,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,anybody knows remote work thisi love hear,positive,0.863,bert-based
Apex AD2600 Progressive-scan DVD player,play,anybody knows remote work thisi love hear,positive,0.801,bert-based
Apex AD2600 Progressive-scan DVD player,remote,anybody knows remote work thisi love hear,positive,0.905,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,took 2 months repeated followup get replaced,negative,0.528,bert-based
Apex AD2600 Progressive-scan DVD player,apex,took 2 months repeated followup get replaced,negative,0.436,bert-based
Apex AD2600 Progressive-scan DVD player,door,took 2 months repeated followup get replaced,negative,0.513,bert-based
Apex AD2600 Progressive-scan DVD player,unit,took 2 months repeated followup get replaced,negative,0.497,bert-based
Apex AD2600 Progressive-scan DVD player,player,took 2 months repeated followup get replaced,negative,0.572,bert-based
Apex AD2600 Progressive-scan DVD player,player,get cheaper panasonics toshibas even sonys,negative,0.713,bert-based
Apex AD2600 Progressive-scan DVD player,player,get cheaper panasonics toshibas even sonys,negative,0.713,bert-based
Apex AD2600 Progressive-scan DVD player,player,get cheaper panasonics toshibas even sonys,negative,0.713,bert-based
Apex AD2600 Progressive-scan DVD player,player,get cheaper panasonics toshibas even sonys,negative,0.713,bert-based
Apex AD2600 Progressive-scan DVD player,picture,hoped bought walmart could return,positive,0.521,bert-based
Apex AD2600 Progressive-scan DVD player,color,hoped bought walmart could return,positive,0.653,bert-based
Apex AD2600 Progressive-scan DVD player,unit,soon lifted unit box questioned judgement,negative,0.574,bert-based
Apex AD2600 Progressive-scan DVD player,screw tip,soon lifted unit box questioned judgement,negative,0.635,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,soon lifted unit box questioned judgement,negative,0.6,bert-based
Apex AD2600 Progressive-scan DVD player,play,soon lifted unit box questioned judgement,negative,0.575,bert-based
Apex AD2600 Progressive-scan DVD player,player,dvds trying fairly new great condition,positive,0.757,bert-based
Apex AD2600 Progressive-scan DVD player,no disc,dvds trying fairly new great condition,positive,0.913,bert-based
Apex AD2600 Progressive-scan DVD player,format,ended sending unit back amazon,negative,0.598,bert-based
Apex AD2600 Progressive-scan DVD player,progressive scan,ended sending unit back amazon,negative,0.534,bert-based
Apex AD2600 Progressive-scan DVD player,player,features looks dvd player overpriced come sony one top brand names,negative,0.868,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,trying week contact apex,negative,0.759,bert-based
Apex AD2600 Progressive-scan DVD player,feature,owned apex ad3201 close 3 years love deck,positive,0.731,bert-based
Apex AD2600 Progressive-scan DVD player,play,however ad2600 nt feature,neutral,0.488,bert-based
Apex AD2600 Progressive-scan DVD player,different file,however ad2600 nt feature,negative,0.524,bert-based
Apex AD2600 Progressive-scan DVD player,play,however ad2600 nt feature,neutral,0.488,bert-based
Apex AD2600 Progressive-scan DVD player,mpeg,however ad2600 nt feature,neutral,0.496,bert-based
Apex AD2600 Progressive-scan DVD player,mpeg,however ad2600 nt feature,neutral,0.496,bert-based
Apex AD2600 Progressive-scan DVD player,play,however ad2600 nt feature,neutral,0.488,bert-based
Apex AD2600 Progressive-scan DVD player,feature,however ad2600 nt feature,negative,0.574,bert-based
Apex AD2600 Progressive-scan DVD player,design,find mpeg playback high priced units,negative,0.387,bert-based
Apex AD2600 Progressive-scan DVD player,player,find mpeg playback high priced units,neutral,0.39,bert-based
Apex AD2600 Progressive-scan DVD player,player,received dvd player free purchase palm tungsten e officemax,positive,0.473,bert-based
Apex AD2600 Progressive-scan DVD player,no disc,received dvd player free purchase palm tungsten e officemax,neutral,0.483,bert-based
Apex AD2600 Progressive-scan DVD player,screen,received dvd player free purchase palm tungsten e officemax,neutral,0.502,bert-based
Apex AD2600 Progressive-scan DVD player,service,first player model ad500a went trash 6 months bought,negative,0.91,bert-based
Apex AD2600 Progressive-scan DVD player,format,pay bucks get something else worth long run,positive,0.414,bert-based
Apex AD2600 Progressive-scan DVD player,aff,pay bucks get something else worth long run,positive,0.487,bert-based
Apex AD2600 Progressive-scan DVD player,design,pay bucks get something else worth long run,positive,0.401,bert-based
Apex AD2600 Progressive-scan DVD player,color signal,pay bucks get something else worth long run,positive,0.472,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,pay bucks get something else worth long run,negative,0.342,bert-based
Apex AD2600 Progressive-scan DVD player,sound,plays backups everything else put without hick,neutral,0.639,bert-based
Apex AD2600 Progressive-scan DVD player,player,good going amazon,positive,0.943,bert-based
Apex AD2600 Progressive-scan DVD player,format,good going amazon,positive,0.941,bert-based
Apex AD2600 Progressive-scan DVD player,player,speak longterm reliability apex ad2600 little week point,positive,0.645,bert-based
Apex AD2600 Progressive-scan DVD player,progressive scan,comes standard rca jacks output along svideo output svideo cable included must purchased seperately also component video outputs,positive,0.409,bert-based
Apex AD2600 Progressive-scan DVD player,remote,comes standard rca jacks output along svideo output svideo cable included must purchased seperately also component video outputs,positive,0.42,bert-based
Apex AD2600 Progressive-scan DVD player,player,consider future gift,positive,0.639,bert-based
Apex AD2600 Progressive-scan DVD player,play,consider future gift,positive,0.512,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,keeps coming disk errors,negative,0.654,bert-based
Apex AD2600 Progressive-scan DVD player,player,nt waste money,positive,0.613,bert-based
Apex AD2600 Progressive-scan DVD player,player,might think saving money buying apex long run spend,neutral,0.474,bert-based
Apex AD2600 Progressive-scan DVD player,player,spend money well worth,positive,0.881,bert-based
Apex AD2600 Progressive-scan DVD player,player,problems player suggest checking owners manual get right setting displaying wrong mode picture etc,neutral,0.421,bert-based
Apex AD2600 Progressive-scan DVD player,dvd player,bought dvd player mainly old sharp dvd player could play dvds store rent watch using pc dvdrom player,neutral,0.421,bert-based
Apex AD2600 Progressive-scan DVD player,media,bought dvd player mainly old sharp dvd player could play dvds store rent watch using pc dvdrom player,negative,0.436,bert-based
Apex AD2600 Progressive-scan DVD player,user interface,bought dvd player mainly old sharp dvd player could play dvds store rent watch using pc dvdrom player,neutral,0.366,bert-based
Apex AD2600 Progressive-scan DVD player,player,almost like media player file manager built dvd player,neutral,0.535,bert-based
Apex AD2600 Progressive-scan DVD player,design,hope unit lasts 3 days,positive,0.535,bert-based
Apex AD2600 Progressive-scan DVD player,panel,hope unit lasts 3 days,positive,0.692,bert-based
Apex AD2600 Progressive-scan DVD player,remote control,hope unit lasts 3 days,positive,0.561,bert-based
Apex AD2600 Progressive-scan DVD player,shipping,hope unit lasts 3 days,positive,0.586,bert-based
Apex AD2600 Progressive-scan DVD player,player,hope unit lasts 3 days,positive,0.81,bert-based
Apex AD2600 Progressive-scan DVD player,player,hope unit lasts 3 days,positive,0.81,bert-based
Apex AD2600 Progressive-scan DVD player,player,hope unit lasts 3 days,positive,0.81,bert-based
Apex AD2600 Progressive-scan DVD player,online support,still trying resolve problem second one,neutral,0.397,bert-based
Apex AD2600 Progressive-scan DVD player,player,never buy another apex digital product,negative,0.896,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,never buy another apex digital product,negative,0.888,bert-based
Apex AD2600 Progressive-scan DVD player,picture,never buy another apex digital product,negative,0.84,bert-based
Apex AD2600 Progressive-scan DVD player,play,never buy another apex digital product,negative,0.855,bert-based
Apex AD2600 Progressive-scan DVD player,product,annoying,negative,0.932,bert-based
Apex AD2600 Progressive-scan DVD player,picture,connected old television set via composite video analog audio outputs,neutral,0.443,bert-based
Apex AD2600 Progressive-scan DVD player,sound,connected old television set via composite video analog audio outputs,neutral,0.489,bert-based
Apex AD2600 Progressive-scan DVD player,product,obviously composite video output different analog audio signals progressive scan mode,neutral,0.425,bert-based
Apex AD2600 Progressive-scan DVD player,manual,obviously composite video output different analog audio signals progressive scan mode,neutral,0.395,bert-based
Apex AD2600 Progressive-scan DVD player,picture,purchased christmas gift 124 03,positive,0.519,bert-based
Apex AD2600 Progressive-scan DVD player,support,purchased christmas gift 124 03,positive,0.438,bert-based
Apex AD2600 Progressive-scan DVD player,support,also registered unit online posted two messages apex support person possibly one,neutral,0.418,bert-based
Apex AD2600 Progressive-scan DVD player,dvd,send would nt count ever seeing replacement,negative,0.52,bert-based
Apex AD2600 Progressive-scan DVD player,read,send would nt count ever seeing replacement,negative,0.558,bert-based
Apex AD2600 Progressive-scan DVD player,no disc,send would nt count ever seeing replacement,negative,0.696,bert-based
Apex AD2600 Progressive-scan DVD player,button,reason made navigation buttons one button ring around enter play button,neutral,0.498,bert-based
Apex AD2600 Progressive-scan DVD player,svideo,reason made navigation buttons one button ring around enter play button,neutral,0.413,bert-based
Apex AD2600 Progressive-scan DVD player,player,ok first dvd player know,neutral,0.489,bert-based
Apex AD2600 Progressive-scan DVD player,auto fit,ok first dvd player know,neutral,0.502,bert-based
Apex AD2600 Progressive-scan DVD player,design,lot features need find,negative,0.446,bert-based
Apex AD2600 Progressive-scan DVD player,remote,things prefer different red light shines turned,positive,0.466,bert-based
Apex AD2600 Progressive-scan DVD player,play,things prefer different red light shines turned,neutral,0.449,bert-based
Apex AD2600 Progressive-scan DVD player,format,wanted dvd player basic features would able play dvd r format disc made,neutral,0.394,bert-based
Apex AD2600 Progressive-scan DVD player,use,wanted dvd player basic features would able play dvd r format disc made,neutral,0.41,bert-based
Apex AD2600 Progressive-scan DVD player,size,wanted dvd player basic features would able play dvd r format disc made,positive,0.498,bert-based
Apex AD2600 Progressive-scan DVD player,design,wanted dvd player basic features would able play dvd r format disc made,positive,0.413,bert-based
Apex AD2600 Progressive-scan DVD player,player,mistake,negative,0.715,bert-based
Apex AD2600 Progressive-scan DVD player,no disc,tried several dvd even new ones thing,neutral,0.424,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,tried someone elses thing happens,negative,0.486,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,tried someone elses thing happens,negative,0.486,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought gift sister,positive,0.536,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought gift sister,positive,0.536,bert-based
Apex AD2600 Progressive-scan DVD player,player,highly regret trying save purchase,negative,0.974,bert-based
Apex AD2600 Progressive-scan DVD player,off button,highly regret trying save purchase,negative,0.971,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,registered unit wwwapexdigialinccom listed problem,negative,0.887,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,registered unit wwwapexdigialinccom listed problem,negative,0.887,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought player christmas present wife,neutral,0.43,bert-based
Apex AD2600 Progressive-scan DVD player,player,bought player christmas present wife,neutral,0.43,bert-based
Apex AD2600 Progressive-scan DVD player,customer service,bought player christmas present wife,negative,0.357,bert-based
