domain,sentence,feature,sentiment,strength,clean_sentence,clean_feature,aspect,pos_tags,noun_phrases
Canon G3,"do n't walk , run and buy this camera if you have the budget , i guarantee you will not be disappointed .",photo quality,positive,2,nt walk run buy camera budget guarantee disappointed,photo quality,photo quality,nt_PART walk_VERB run_NOUN buy_VERB camera_NOUN budget_NOUN guarantee_NOUN disappointed_VERB,['camera budget guarantee']
Canon G3,"do n't walk , run and buy this camera if you have the budget , i guarantee you will not be disappointed .",feature,positive,2,nt walk run buy camera budget guarantee disappointed,feature,feature,nt_PART walk_VERB run_NOUN buy_VERB camera_NOUN budget_NOUN guarantee_NOUN disappointed_VERB,['camera budget guarantee']
Canon G3,flaws ?,viewfinder,negative,1,flaws,viewfinder,viewfinder,flaws_NOUN,['flaws']
Canon G3,still i am a little suprised that canon did not correct this design flaw before releasing the camera .,camera,positive,2,still little suprised canon correct design flaw releasing camera,camera,camera,still_ADV little_ADJ suprised_VERB canon_NOUN correct_ADJ design_NOUN flaw_NOUN releasing_VERB camera_NOUN,"['still little suprised canon correct design flaw', 'camera']"
Canon G3,still i am a little suprised that canon did not correct this design flaw before releasing the camera .,camera,positive,2,still little suprised canon correct design flaw releasing camera,camera,camera,still_ADV little_ADJ suprised_VERB canon_NOUN correct_ADJ design_NOUN flaw_NOUN releasing_VERB camera_NOUN,"['still little suprised canon correct design flaw', 'camera']"
Canon G3,still i am a little suprised that canon did not correct this design flaw before releasing the camera .,photo quality,positive,3,still little suprised canon correct design flaw releasing camera,photo quality,photo quality,still_ADV little_ADJ suprised_VERB canon_NOUN correct_ADJ design_NOUN flaw_NOUN releasing_VERB camera_NOUN,"['still little suprised canon correct design flaw', 'camera']"
Canon G3,"i 'm one of those people that can only concentrate on one screen at a time so i 've been having trouble paying attention to the little display panel on top , but that does n't stop me from loving this camera .",darn diopter adjustment dial,negative,1,one people concentrate one screen time trouble paying attention little display panel top nt stop loving camera,darn diopter adjustment dial,darn diopter adjustment dial,one_NUM people_NOUN concentrate_VERB one_NUM screen_NOUN time_NOUN trouble_NOUN paying_VERB attention_NOUN little_ADJ display_NOUN panel_NOUN top_NOUN nt_PART stop_VERB loving_VERB camera_NOUN,"['one people', 'one screen time trouble', 'attention', 'little display panel top', 'camera']"
Canon G3,positives,exposure control,positive,2,positives,exposure control,exposure control,positives_NOUN,['positives']
Canon G3,positives,auto setting,positive,2,positives,auto setting,auto setting,positives_NOUN,['positives']
Canon G3,positives,metering option,positive,2,positives,metering option,metering option,positives_NOUN,['positives']
Canon G3,positives,spot metering,positive,1,positives,spot metering,spot metering,positives_NOUN,['positives']
Canon G3,positives,4mp,positive,1,positives,4mp,4mp,positives_NOUN,['positives']
Canon G3,positives,zoom,positive,1,positives,zoom,zoom,positives_NOUN,['positives']
Canon G3,"4 ) the great thing about digital , in general , is that you can generally see the results of your exposure settings on the lcd screen before you take the picture , not two weeks later when you get the film developed .",focus,positive,2,4 great thing digital general generally see results exposure settings lcd screen take picture two weeks later get film developed,focus,focus,4_NUM great_ADJ thing_NOUN digital_ADJ general_NOUN generally_ADV see_VERB results_NOUN exposure_NOUN settings_NOUN lcd_NOUN screen_NOUN take_VERB picture_NOUN two_NUM weeks_NOUN later_ADV get_VERB film_NOUN developed_VERB,"['4 great thing', 'digital general', 'results exposure settings lcd screen', 'picture', 'film']"
Canon G3,"4 ) the great thing about digital , in general , is that you can generally see the results of your exposure settings on the lcd screen before you take the picture , not two weeks later when you get the film developed .",focus,positive,2,4 great thing digital general generally see results exposure settings lcd screen take picture two weeks later get film developed,focus,focus,4_NUM great_ADJ thing_NOUN digital_ADJ general_NOUN generally_ADV see_VERB results_NOUN exposure_NOUN settings_NOUN lcd_NOUN screen_NOUN take_VERB picture_NOUN two_NUM weeks_NOUN later_ADV get_VERB film_NOUN developed_VERB,"['4 great thing', 'digital general', 'results exposure settings lcd screen', 'picture', 'film']"
Canon G3,negatives,size,negative,2,negatives,size,size,negatives_NOUN,['negatives']
Canon G3,negatives,weight,negative,2,negatives,weight,size,negatives_NOUN,['negatives']
Canon G3,negatives,design,negative,2,negatives,design,design,negatives_NOUN,['negatives']
Canon G3,negatives,viewfinder,negative,2,negatives,viewfinder,viewfinder,negatives_NOUN,['negatives']
Canon G3,negatives,feature,positive,2,negatives,feature,feature,negatives_NOUN,['negatives']
Canon G3,negatives,lcd,positive,2,negatives,lcd,screen,negatives_NOUN,['negatives']
Canon G3,you can even take a picture of yourself while looking at the lcd .,optical zoom,positive,2,even take picture looking lcd,optical zoom,optical zoom,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,digital zoom,positive,1,even take picture looking lcd,digital zoom,digital zoom,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,picture,positive,3,even take picture looking lcd,picture,picture,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,picture,positive,3,even take picture looking lcd,picture,picture,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,software,positive,2,even take picture looking lcd,software,software,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,lens cap,negative,1,even take picture looking lcd,lens cap,lens cap,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,viewfinder,negative,1,even take picture looking lcd,viewfinder,viewfinder,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,menu,positive,1,even take picture looking lcd,menu,menu,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,button,positive,1,even take picture looking lcd,button,button,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,camera,positive,3,even take picture looking lcd,camera,camera,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,camera,positive,3,even take picture looking lcd,camera,camera,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,control,positive,2,even take picture looking lcd,control,control,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,auto setting,positive,2,even take picture looking lcd,auto setting,auto setting,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,you can even take a picture of yourself while looking at the lcd .,photo quality,positive,3,even take picture looking lcd,photo quality,photo quality,even_ADV take_VERB picture_NOUN looking_VERB lcd_NOUN,"['picture', 'looking lcd']"
Canon G3,"unless you want to print murals , you do n't need it .",use,positive,2,unless want print murals nt need,use,use,unless_SCONJ want_VERB print_NOUN murals_NOUN nt_PART need_VERB,['print murals']
Canon G3,"anyone looking for more than "" point and shoot "" can make a huge step up for a moderate price difference .",zoom,positive,2,anyone looking point shoot make huge step moderate price difference,zoom,zoom,anyone_PRON looking_VERB point_NOUN shoot_NOUN make_VERB huge_ADJ step_NOUN moderate_ADJ price_NOUN difference_NOUN,"['anyone', 'point shoot', 'huge step moderate price difference']"
Canon G3,"anyone looking for more than "" point and shoot "" can make a huge step up for a moderate price difference .",lense,positive,2,anyone looking point shoot make huge step moderate price difference,lense,lense,anyone_PRON looking_VERB point_NOUN shoot_NOUN make_VERB huge_ADJ step_NOUN moderate_ADJ price_NOUN difference_NOUN,"['anyone', 'point shoot', 'huge step moderate price difference']"
Canon G3,i expect the g3 will please me for years to come .,camera,positive,3,expect g3 please years come,camera,camera,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,i expect the g3 will please me for years to come .,picture,positive,3,expect g3 please years come,picture,picture,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,i expect the g3 will please me for years to come .,control,positive,2,expect g3 please years come,control,control,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,i expect the g3 will please me for years to come .,battery,positive,2,expect g3 please years come,battery,battery,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,i expect the g3 will please me for years to come .,software,positive,2,expect g3 please years come,software,software,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,i expect the g3 will please me for years to come .,photo quality,positive,2,expect g3 please years come,photo quality,photo quality,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,i expect the g3 will please me for years to come .,auto mode,positive,2,expect g3 please years come,auto mode,auto mode,expect_VERB g3_PROPN please_INTJ years_NOUN come_VERB,['g3 please years']
Canon G3,"i showed her how to turn it on , where the lens zoom lever is , and she loves it !",canera,positive,2,showed turn lens zoom lever loves,canera,canera,showed_VERB turn_NOUN lens_PROPN zoom_PROPN lever_PROPN loves_VERB,"['turn', 'lens', 'zoom lever']"
Canon G3,"i showed her how to turn it on , where the lens zoom lever is , and she loves it !",print,positive,2,showed turn lens zoom lever loves,print,print,showed_VERB turn_NOUN lens_PROPN zoom_PROPN lever_PROPN loves_VERB,"['turn', 'lens', 'zoom lever']"
Canon G3,"i tried out some other brands in the stores , and was disappointed by the battery life of the other company ; plus what you see in the lcd ( no optical finder ) is n't what you get - not even for color ; the output was less than i expected .",battery,positive,1,tried brands stores disappointed battery life company plus see lcd optical finder nt get even color output less expected,battery,battery,tried_VERB brands_NOUN stores_NOUN disappointed_VERB battery_NOUN life_NOUN company_NOUN plus_CCONJ see_VERB lcd_NOUN optical_ADJ finder_NOUN nt_PART get_VERB even_ADV color_NOUN output_NOUN less_ADV expected_VERB,"['brands', 'stores', 'battery life company', 'lcd optical finder', 'even color output']"
Canon G3,"i tried out some other brands in the stores , and was disappointed by the battery life of the other company ; plus what you see in the lcd ( no optical finder ) is n't what you get - not even for color ; the output was less than i expected .",camera,positive,2,tried brands stores disappointed battery life company plus see lcd optical finder nt get even color output less expected,camera,camera,tried_VERB brands_NOUN stores_NOUN disappointed_VERB battery_NOUN life_NOUN company_NOUN plus_CCONJ see_VERB lcd_NOUN optical_ADJ finder_NOUN nt_PART get_VERB even_ADV color_NOUN output_NOUN less_ADV expected_VERB,"['brands', 'stores', 'battery life company', 'lcd optical finder', 'even color output']"
Canon G3,"i tried out some other brands in the stores , and was disappointed by the battery life of the other company ; plus what you see in the lcd ( no optical finder ) is n't what you get - not even for color ; the output was less than i expected .",control,positive,2,tried brands stores disappointed battery life company plus see lcd optical finder nt get even color output less expected,control,control,tried_VERB brands_NOUN stores_NOUN disappointed_VERB battery_NOUN life_NOUN company_NOUN plus_CCONJ see_VERB lcd_NOUN optical_ADJ finder_NOUN nt_PART get_VERB even_ADV color_NOUN output_NOUN less_ADV expected_VERB,"['brands', 'stores', 'battery life company', 'lcd optical finder', 'even color output']"
Canon G3,"i tried out some other brands in the stores , and was disappointed by the battery life of the other company ; plus what you see in the lcd ( no optical finder ) is n't what you get - not even for color ; the output was less than i expected .",auto mode,positive,2,tried brands stores disappointed battery life company plus see lcd optical finder nt get even color output less expected,auto mode,auto mode,tried_VERB brands_NOUN stores_NOUN disappointed_VERB battery_NOUN life_NOUN company_NOUN plus_CCONJ see_VERB lcd_NOUN optical_ADJ finder_NOUN nt_PART get_VERB even_ADV color_NOUN output_NOUN less_ADV expected_VERB,"['brands', 'stores', 'battery life company', 'lcd optical finder', 'even color output']"
Canon G3,i can hand this to anyone and know they will take some great photos !,control,positive,2,hand anyone know take great photos,control,control,hand_NOUN anyone_PRON know_VERB take_VERB great_ADJ photos_NOUN,"['hand anyone', 'great photos']"
Canon G3,i can hand this to anyone and know they will take some great photos !,photo,positive,3,hand anyone know take great photos,photo,camera,hand_NOUN anyone_PRON know_VERB take_VERB great_ADJ photos_NOUN,"['hand anyone', 'great photos']"
Canon G3,warning - i did read the manual !,control,positive,2,warning read manual,control,control,warning_NOUN read_NOUN manual_NOUN,['warning read manual']
Canon G3,once i read the manual i was able to point and shoot without having to fumble around trying to figure out where the controls are located .,dial,positive,1,read manual able point shoot without fumble around trying figure controls located,dial,dial,read_VERB manual_ADJ able_ADJ point_NOUN shoot_NOUN without_ADP fumble_ADJ around_ADP trying_VERB figure_NOUN controls_NOUN located_VERB,"['manual able point shoot', 'figure controls']"
Canon G3,once i read the manual i was able to point and shoot without having to fumble around trying to figure out where the controls are located .,manual mode,positive,2,read manual able point shoot without fumble around trying figure controls located,manual mode,manual mode,read_VERB manual_ADJ able_ADJ point_NOUN shoot_NOUN without_ADP fumble_ADJ around_ADP trying_VERB figure_NOUN controls_NOUN located_VERB,"['manual able point shoot', 'figure controls']"
Canon G3,it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them !,feel,positive,2,nt good camera features access quickly need,feel,feel,nt_PART good_ADJ camera_NOUN features_VERB access_NOUN quickly_ADV need_VERB,"['good camera', 'access']"
Canon G3,it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them !,weight,positive,2,nt good camera features access quickly need,weight,size,nt_PART good_ADJ camera_NOUN features_VERB access_NOUN quickly_ADV need_VERB,"['good camera', 'access']"
Canon G3,it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them !,feel,positive,2,nt good camera features access quickly need,feel,feel,nt_PART good_ADJ camera_NOUN features_VERB access_NOUN quickly_ADV need_VERB,"['good camera', 'access']"
Canon G3,it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them !,camera,positive,2,nt good camera features access quickly need,camera,camera,nt_PART good_ADJ camera_NOUN features_VERB access_NOUN quickly_ADV need_VERB,"['good camera', 'access']"
Canon G3,i would recomend that you purchase a lexar media cf for the camera as the sandisk card that comes packaged is too small and too slow !,camera,positive,3,would recomend purchase lexar media cf camera sandisk card comes packaged small slow,camera,camera,would_AUX recomend_VERB purchase_NOUN lexar_NOUN media_NOUN cf_NOUN camera_NOUN sandisk_NOUN card_NOUN comes_AUX packaged_VERB small_ADJ slow_ADJ,['purchase lexar media cf camera sandisk card']
Canon G3,i would recomend that you purchase a lexar media cf for the camera as the sandisk card that comes packaged is too small and too slow !,camera,positive,3,would recomend purchase lexar media cf camera sandisk card comes packaged small slow,camera,camera,would_AUX recomend_VERB purchase_NOUN lexar_NOUN media_NOUN cf_NOUN camera_NOUN sandisk_NOUN card_NOUN comes_AUX packaged_VERB small_ADJ slow_ADJ,['purchase lexar media cf camera sandisk card']
Canon G3,"i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge .",camera,positive,2,know whole lot photography happy know camera always perform even grow skill knowledge,camera,camera,know_VERB whole_ADJ lot_NOUN photography_NOUN happy_ADJ know_ADJ camera_NOUN always_ADV perform_VERB even_ADV grow_VERB skill_NOUN knowledge_NOUN,"['photography happy know camera', 'skill knowledge']"
Canon G3,"i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge .",picture,positive,2,know whole lot photography happy know camera always perform even grow skill knowledge,picture,picture,know_VERB whole_ADJ lot_NOUN photography_NOUN happy_ADJ know_ADJ camera_NOUN always_ADV perform_VERB even_ADV grow_VERB skill_NOUN knowledge_NOUN,"['photography happy know camera', 'skill knowledge']"
Canon G3,"i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge .",auto mode,positive,2,know whole lot photography happy know camera always perform even grow skill knowledge,auto mode,auto mode,know_VERB whole_ADJ lot_NOUN photography_NOUN happy_ADJ know_ADJ camera_NOUN always_ADV perform_VERB even_ADV grow_VERB skill_NOUN knowledge_NOUN,"['photography happy know camera', 'skill knowledge']"
Canon G3,"i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge .",four megapixel,positive,1,know whole lot photography happy know camera always perform even grow skill knowledge,four megapixel,four megapixel,know_VERB whole_ADJ lot_NOUN photography_NOUN happy_ADJ know_ADJ camera_NOUN always_ADV perform_VERB even_ADV grow_VERB skill_NOUN knowledge_NOUN,"['photography happy know camera', 'skill knowledge']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",product,positive,3,looking outstanding camera take simple complex,product,product,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",camera,positive,3,looking outstanding camera take simple complex,camera,camera,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",feature,positive,2,looking outstanding camera take simple complex,feature,feature,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",photo,positive,2,looking outstanding camera take simple complex,photo,camera,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",night mode,positive,2,looking outstanding camera take simple complex,night mode,night mode,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",use,positive,1,looking outstanding camera take simple complex,use,use,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",viewfinder,negative,1,looking outstanding camera take simple complex,viewfinder,viewfinder,looking_VERB outstanding_ADJ camera_NOUN take_VERB simple_ADJ complex_NOUN,"['looking outstanding camera', 'simple complex']"
Canon G3,"however , using the lcd seems to eliminate this minor problem .",camera,positive,3,however using lcd seems eliminate minor problem,camera,camera,however_ADV using_VERB lcd_NOUN seems_VERB eliminate_VERB minor_ADJ problem_NOUN,"['lcd', 'minor problem']"
Canon G3,"before i "" get used to it "" , here are my first feelings :",picture quality,positive,3,get used first feelings,picture quality,picture quality,get_AUX used_VERB first_ADJ feelings_NOUN,['first feelings']
Canon G3,"before i "" get used to it "" , here are my first feelings :",lens cover,negative,2,get used first feelings,lens cover,lens cover,get_AUX used_VERB first_ADJ feelings_NOUN,['first feelings']
Canon G3,i wish canon would work out some way for that issue .,zooming lever,negative,2,wish canon would work way issue,zooming lever,zooming lever,wish_PROPN canon_NOUN would_AUX work_VERB way_NOUN issue_NOUN,"['wish canon', 'issue']"
Canon G3,got a great deal from a reputable seller .,camera,positive,2,got great deal reputable seller,camera,camera,got_VERB great_ADJ deal_NOUN reputable_ADJ seller_NOUN,['great deal reputable seller']
Canon G3,i am still trying to figure out the may options it has .,picture,positive,2,still trying figure may options,picture,picture,still_ADV trying_VERB figure_NOUN may_AUX options_NOUN,['figure']
Canon G3,i am still trying to figure out the may options it has .,color,positive,2,still trying figure may options,color,color,still_ADV trying_VERB figure_NOUN may_AUX options_NOUN,['figure']
Canon G3,i am still trying to figure out the may options it has .,picture,positive,2,still trying figure may options,picture,picture,still_ADV trying_VERB figure_NOUN may_AUX options_NOUN,['figure']
Canon G3,i am still trying to figure out the may options it has .,white balance,positive,2,still trying figure may options,white balance,white balance,still_ADV trying_VERB figure_NOUN may_AUX options_NOUN,['figure']
Canon G3,i am still trying to figure out the may options it has .,optical zoom,positive,1,still trying figure may options,optical zoom,optical zoom,still_ADV trying_VERB figure_NOUN may_AUX options_NOUN,['figure']
Canon G3,it is generally overpriced a little bit but you get what you are paying for .,picture,negative,3,generally overpriced little bit get paying,picture,picture,generally_ADV overpriced_VERB little_ADJ bit_NOUN get_AUX paying_VERB,[]
Canon G3,it is generally overpriced a little bit but you get what you are paying for .,price,negative,3,generally overpriced little bit get paying,price,price,generally_ADV overpriced_VERB little_ADJ bit_NOUN get_AUX paying_VERB,[]
Canon G3,it is generally overpriced a little bit but you get what you are paying for .,camera,negative,2,generally overpriced little bit get paying,camera,camera,generally_ADV overpriced_VERB little_ADJ bit_NOUN get_AUX paying_VERB,[]
Canon G3,and with the 500 you save you could print the results for the life of the camera .,camera,negative,3,500 save could print results life camera,camera,camera,500_NUM save_NOUN could_AUX print_VERB results_NOUN life_NOUN camera_NOUN,"['500 save', 'results', 'life camera']"
Canon G3,"sure , i adjusted the film speed to 400 .",grain,negative,3,sure adjusted film speed 400,grain,grain,sure_ADV adjusted_ADJ film_NOUN speed_NOUN 400_NUM,['sure adjusted film speed']
Canon G3,next time i set it at 100 and used the flash .,flash photo,negative,3,next time set 100 used flash,flash photo,flash photo,next_ADJ time_NOUN set_VERB 100_NUM used_VERB flash_NOUN,['100 used flash']
Canon G3,next time i set it at 100 and used the flash .,noise,negative,2,next time set 100 used flash,noise,noise,next_ADJ time_NOUN set_VERB 100_NUM used_VERB flash_NOUN,['100 used flash']
Canon G3,next time i set it at 100 and used the flash .,photo,positive,3,next time set 100 used flash,photo,camera,next_ADJ time_NOUN set_VERB 100_NUM used_VERB flash_NOUN,['100 used flash']
Canon G3,next time i set it at 100 and used the flash .,camera,positive,1,next time set 100 used flash,camera,camera,next_ADJ time_NOUN set_VERB 100_NUM used_VERB flash_NOUN,['100 used flash']
Canon G3,"if you shoot in lots of light and desire high quality , this will be your camera .",camera,positive,3,shoot lots light desire high quality camera,camera,camera,shoot_VERB lots_NOUN light_ADJ desire_NOUN high_ADJ quality_NOUN camera_NOUN,"['lots', 'high quality camera']"
Canon G3,hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations .,g3,positive,1,hence decided spring pointandshoot digicam would features would let get around inherent limitations,g3,g3,hence_ADV decided_VERB spring_NOUN pointandshoot_NOUN digicam_NOUN would_AUX features_NOUN would_AUX let_VERB get_VERB around_ADP inherent_ADJ limitations_NOUN,"['spring pointandshoot digicam', 'would features', 'inherent limitations']"
Canon G3,hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations .,lag time,negative,2,hence decided spring pointandshoot digicam would features would let get around inherent limitations,lag time,lag time,hence_ADV decided_VERB spring_NOUN pointandshoot_NOUN digicam_NOUN would_AUX features_NOUN would_AUX let_VERB get_VERB around_ADP inherent_ADJ limitations_NOUN,"['spring pointandshoot digicam', 'would features', 'inherent limitations']"
Canon G3,hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations .,flash,negative,2,hence decided spring pointandshoot digicam would features would let get around inherent limitations,flash,flash,hence_ADV decided_VERB spring_NOUN pointandshoot_NOUN digicam_NOUN would_AUX features_NOUN would_AUX let_VERB get_VERB around_ADP inherent_ADJ limitations_NOUN,"['spring pointandshoot digicam', 'would features', 'inherent limitations']"
Canon G3,"at least once youve got focus lock , the shutter release lag time for the g3 is about 1/10 of a second , which from what ive read , is better than just about anything else available .",depth,positive,1,least youve got focus lock shutter release lag time g3 110 second ive read better anything else available,depth,depth,least_ADJ you_PRON ve_AUX got_VERB focus_NOUN lock_VERB shutter_NOUN release_NOUN lag_NOUN time_NOUN g3_PROPN 110_NUM second_NOUN i_PRON ve_AUX read_VERB better_ADJ anything_PRON else_ADV available_ADJ,"['you', 'focus', 'shutter release', '110 second', 'i', 'anything']"
Canon G3,now what about the flash problem ?,flash,negative,2,flash problem,flash,flash,flash_NOUN problem_NOUN,['flash problem']
Canon G3,now what about the flash problem ?,external flash hot shoe,positive,1,flash problem,external flash hot shoe,external flash hot shoe,flash_NOUN problem_NOUN,['flash problem']
Canon G3,"in order for this to work , you have to set the camera to manual mode and set the shutter speed and f-stop yourself .",flash,positive,2,order work set camera manual mode set shutter speed fstop,flash,flash,order_NOUN work_NOUN set_VERB camera_NOUN manual_ADJ mode_NOUN set_VERB shutter_PROPN speed_NOUN fstop_ADV,"['order work', 'camera manual mode', 'shutter speed']"
Canon G3,the results are shadow-free images that look as if theyve been exposed with the gentlest natural light you could imagine .,software,negative,2,results shadowfree images look theyve exposed gentlest natural light could imagine,software,software,results_VERB shadowfree_NOUN images_NOUN look_VERB they_PRON ve_AUX exposed_VERB gentlest_ADJ natural_ADJ light_NOUN could_AUX imagine_VERB,"['shadowfree images', 'they', 'gentlest natural light']"
Canon G3,the results are shadow-free images that look as if theyve been exposed with the gentlest natural light you could imagine .,software,negative,2,results shadowfree images look theyve exposed gentlest natural light could imagine,software,software,results_VERB shadowfree_NOUN images_NOUN look_VERB they_PRON ve_AUX exposed_VERB gentlest_ADJ natural_ADJ light_NOUN could_AUX imagine_VERB,"['shadowfree images', 'they', 'gentlest natural light']"
Canon G3,"instead , i bought the adobe photoshop camera raw plug-in .",g3,positive,3,instead bought adobe photoshop camera raw plugin,g3,g3,instead_ADV bought_VERB adobe_PROPN photoshop_PROPN camera_NOUN raw_ADJ plugin_NOUN,['adobe photoshop camera raw plugin']
Canon G3,"instead , i bought the adobe photoshop camera raw plug-in .",color,positive,3,instead bought adobe photoshop camera raw plugin,color,color,instead_ADV bought_VERB adobe_PROPN photoshop_PROPN camera_NOUN raw_ADJ plugin_NOUN,['adobe photoshop camera raw plugin']
Canon G3,"instead , i bought the adobe photoshop camera raw plug-in .",g3,positive,3,instead bought adobe photoshop camera raw plugin,g3,g3,instead_ADV bought_VERB adobe_PROPN photoshop_PROPN camera_NOUN raw_ADJ plugin_NOUN,['adobe photoshop camera raw plugin']
Canon G3,"instead , i bought the adobe photoshop camera raw plug-in .",software,negative,2,instead bought adobe photoshop camera raw plugin,software,software,instead_ADV bought_VERB adobe_PROPN photoshop_PROPN camera_NOUN raw_ADJ plugin_NOUN,['adobe photoshop camera raw plugin']
Canon G3,"instead , i bought the adobe photoshop camera raw plug-in .",software,negative,2,instead bought adobe photoshop camera raw plugin,software,software,instead_ADV bought_VERB adobe_PROPN photoshop_PROPN camera_NOUN raw_ADJ plugin_NOUN,['adobe photoshop camera raw plugin']
Canon G3,"what the photoshop plug-in gives you is reality , and then if you want fantasy , you can use photoshop to create it .",image,positive,3,photoshop plugin gives reality want fantasy use photoshop create,image,camera,photoshop_PROPN plugin_NOUN gives_VERB reality_NOUN want_VERB fantasy_NOUN use_NOUN photoshop_PROPN create_VERB,"['photoshop plugin', 'reality', 'fantasy use photoshop']"
Canon G3,"what the photoshop plug-in gives you is reality , and then if you want fantasy , you can use photoshop to create it .",raw image,positive,3,photoshop plugin gives reality want fantasy use photoshop create,raw image,raw image,photoshop_PROPN plugin_NOUN gives_VERB reality_NOUN want_VERB fantasy_NOUN use_NOUN photoshop_PROPN create_VERB,"['photoshop plugin', 'reality', 'fantasy use photoshop']"
Canon G3,"what the photoshop plug-in gives you is reality , and then if you want fantasy , you can use photoshop to create it .",camera,positive,2,photoshop plugin gives reality want fantasy use photoshop create,camera,camera,photoshop_PROPN plugin_NOUN gives_VERB reality_NOUN want_VERB fantasy_NOUN use_NOUN photoshop_PROPN create_VERB,"['photoshop plugin', 'reality', 'fantasy use photoshop']"
